Date,Team,Acquired,Relinquished,Notes,salaries
3/17/2018,Bulls,,Noah Vonleh,sprained right toe (DTD),#REF!
3/17/2018,Bulls,,Zach LaVine,placed on IL with patellar tendinitis in left knee (out for season),#REF!
3/17/2018,Bulls,Lauri Markkanen,,activated from IL,#REF!
3/17/2018,Bulls,Omer Asik,,activated from IL,#REF!
3/17/2018,Cavaliers,,Rodney Hood,strained lower back (DTD),#REF!
3/17/2018,Grizzlies,,Kobi Simmons,placed on IL,#REF!
3/17/2018,Grizzlies,Mario Chalmers,,activated from IL,#REF!
3/17/2018,Knicks,Isaiah Hicks,,activated from IL,#REF!
3/17/2018,Mavericks,,Harrison Barnes,placed on IL for rest,#REF!
3/17/2018,Mavericks,,Jose Barea ,placed on IL with strained left rib muscle,#REF!
3/17/2018,Mavericks,Johnathan Motley,,activated from IL,#REF!
3/17/2018,Nets,,Dante Cunningham,placed on IL with concussion,#REF!
3/17/2018,Nets,Milton Doyle,,activated from IL,#REF!
3/17/2018,Nuggets,,Devin Harris,placed on IL with right knee injury,#REF!
3/17/2018,Nuggets,,Gary Harris,right knee injury (DTD),#REF!
3/17/2018,Nuggets,Torrey Craig,,activated from IL,#REF!
3/17/2018,Pacers,,Myles Turner,placed on IL with sprained left ankle,#REF!
3/17/2018,Pacers,Ike Anigbogu,,activated from IL,#REF!
3/17/2018,Pelicans,,Rajon Rondo,rest (DTD),#REF!
3/17/2018,Rockets,Ryan Anderson,,returned to lineup,#REF!
3/17/2018,Suns,,Devin Booker,sprained right hand (out for season),#REF!
3/17/2018,Suns,,Tyson Chandler,neck injury (out for season),#REF!
3/17/2018,Warriors,,Omri Casspi,placed on IL with sprained right ankle,#REF!
3/18/2018,Celtics,Jabari Bird,,activated from IL,#REF!
3/18/2018,Hornets,,Nicolas Batum,left Achilles tendinitis (DTD),#REF!
3/18/2018,Pelicans,Rajon Rondo,,returned to lineup,#REF!
3/18/2018,Pelicans,Solomon Hill,,activated from IL,#REF!
3/18/2018,Raptors,,Fred VanVleet,placed on IL with bruised right hand,#REF!
3/18/2018,Raptors,,Nigel Hayes,placed on IL,#REF!
3/18/2018,Raptors,Kyle Lowry,,activated from IL,#REF!
3/18/2018,Raptors,Lorenzo Brown,,activated from IL,#REF!
3/18/2018,Raptors,Norman Powell,,activated from IL,#REF!
3/18/2018,Rockets,Qi Zhou,,returned to lineup,#REF!
3/19/2018,76ers,,Timothe Luwawu-Cabarrot,placed on IL with patellar tendinitis in right knee,#REF!
3/19/2018,76ers,Demetrius Jackson,,activated from IL,#REF!
3/19/2018,Bulls,Noah Vonleh,,returned to lineup,#REF!
3/19/2018,Cavaliers,,Rodney Hood,placed on IL with strained lower back,#REF!
3/19/2018,Cavaliers,,Tyronn Lue,took leave of absence as head coach to address health issues,#REF!
3/19/2018,Cavaliers,Kevin Love,,activated from IL,#REF!
3/19/2018,Grizzlies,,Marc Gasol,illness (DTD),#REF!
3/19/2018,Grizzlies,,Tyreke Evans,placed on IL,#REF!
3/19/2018,Grizzlies,Andrew Harrison,,activated from IL,#REF!
3/19/2018,Hawks,,John Collins ,sprained left ankle (DTD),#REF!
3/19/2018,Jazz,,Derrick Favors,sore left knee (DTD),#REF!
3/19/2018,Kings,,Bogdan Bogdanovic,placed on IL with left hamstring injury,#REF!
3/19/2018,Kings,,JaKarr Sampson,placed on IL,#REF!
3/19/2018,Magic,Aaron Gordon,,returned to lineup,#REF!
3/19/2018,Nets,,Isaiah Whitehead,placed on IL,#REF!
3/19/2018,Nets,,Milton Doyle,placed on IL,#REF!
3/19/2018,Nets,Allen Crabbe,,activated from IL,#REF!
3/19/2018,Pacers,,Ike Anigbogu,placed on IL,#REF!
3/19/2018,Pacers,Myles Turner,,activated from IL,#REF!
3/19/2018,Warriors,Patrick McCaw,,activated from IL,#REF!
3/20/2018,Jazz,,Derrick Favors,placed on IL with sore left knee,#REF!
3/20/2018,Magic,,Jonathon Simmons,bruised right wrist (out for season),#REF!
3/20/2018,Mavericks,,Dennis Smith Jr.,placed on IL with sprained left ankle,#REF!
3/20/2018,Mavericks,Harrison Barnes,,activated from IL,#REF!
3/20/2018,Mavericks,Jose Barea ,,activated from IL,#REF!
3/20/2018,Pelicans,,Jrue Holiday,illness (DTD),#REF!
3/20/2018,Pistons,,Jameer Nelson,placed on IL,#REF!
3/20/2018,Pistons,Reggie Jackson ,,activated from IL,#REF!
3/20/2018,Raptors,,DeMar DeRozan,bruised left thigh (DTD),#REF!
3/20/2018,Suns,,T.J. Warren,placed on IL with inflammation in left knee (out for season),#REF!
3/21/2018,76ers,James Young,,activated from IL,#REF!
3/21/2018,Bucks,,D.J. Wilson,placed on IL,#REF!
3/21/2018,Bucks,Tyler Zeller,,activated from IL,#REF!
3/21/2018,Bulls,,Lauri Markkanen,placed on IL with back spasms,#REF!
3/21/2018,Bulls,,Robin Lopez,placed on IL,#REF!
3/21/2018,Bulls,Omer Asik,,activated from IL,#REF!
3/21/2018,Bulls,Ryan Arcidiacono,,activated from IL,#REF!
3/21/2018,Grizzlies,,Ivan Rabb,right heel injury (DTD),#REF!
3/21/2018,Grizzlies,Marc Gasol,,activated from IL,#REF!
3/21/2018,Heat,Derrick Walton Jr.,,activated from IL,#REF!
3/21/2018,Hornets,,Nicolas Batum,sore left Achilles (DTD),#REF!
3/21/2018,Kings,,Garrett Temple,sprained left ankle (out for season),#REF!
3/21/2018,Knicks,,Luke Kornet,placed on IL,#REF!
3/21/2018,Pelicans,Jrue Holiday,,returned to lineup,#REF!
3/21/2018,Raptors,,C.J. Miles,placed on IL with gastroenteritis,#REF!
3/21/2018,Raptors,DeMar DeRozan,,returned to lineup,#REF!
3/21/2018,Raptors,Fred VanVleet,,activated from IL,#REF!
3/21/2018,Wizards,, Mike Scott,placed on IL with flu,#REF!
3/21/2018,Wizards,,Chris McCullough,placed on IL,#REF!
3/21/2018,Wizards,,Jodie Meeks,placed on IL with flu,#REF!
3/21/2018,Nets,Dante Cunningham,,activated from IL,#REF!
3/21/2018,Nets,,Dante Cunningham,DNP,#REF!
3/22/2018,76ers,,James Young,placed on IL,#REF!
3/22/2018,76ers,Furkan Korkmaz,,activated from IL,#REF!
3/22/2018,Bulls,,Antonio Blakeney,fractured left wrist (out for season),#REF!
3/22/2018,Grizzlies,,Andrew Harrison,right wrist injury (DTD),#REF!
3/22/2018,Grizzlies,,Chandler Parsons,placed on IL for rest,#REF!
3/22/2018,Grizzlies,,Marc Gasol,placed on IL for rest,#REF!
3/22/2018,Grizzlies,Ivan Rabb,,returned to lineup,#REF!
3/22/2018,Grizzlies,Kobi Simmons,,activated from IL,#REF!
3/22/2018,Grizzlies,Tyreke Evans,,activated from IL,#REF!
3/22/2018,Hawks,,Dennis Schroder,rest (DTD),#REF!
3/22/2018,Hornets,,Nicolas Batum,placed on IL with tendinitis in left Achilles,#REF!
3/22/2018,Hornets,Mangok Mathiang,,activated from IL,#REF!
3/22/2018,Hornets,Marcus Paige,,activated from IL,#REF!
3/22/2018,Jazz,Derrick Favors,,activated from IL,#REF!
3/22/2018,Kings,,Garrett Temple,placed on IL with sprained left ankle (out for season),#REF!
3/22/2018,Kings,,Zach Randolph,placed on IL with gastroentritis,#REF!
3/22/2018,Kings,Bogdan Bogdanovic,,activated from IL,#REF!
3/22/2018,Lakers,Channing Frye,,activated from IL,#REF!
3/22/2018,Magic,,Jonathan Isaac,sprained left foot (DTD),#REF!
3/22/2018,Magic,,Jonathon Simmons,placed on IL with bruised right wrist (out for season),#REF!
3/22/2018,Magic,Jamel Artis,,activated from IL,#REF!
3/22/2018,Mavericks,,Johnathan Motley,placed on IL,#REF!
3/22/2018,Mavericks,Salah Mejri,,activated from IL,#REF!
3/22/2018,Rockets,,Chris Paul,sore left hamstring (DTD),#REF!
3/22/2018,Warriors,,Draymond Green,bruised pelvis (DTD),#REF!
3/23/2018,Blazers,,Shabazz Napier,left big toe injury (DTD),#REF!
3/23/2018,Bucks,,Giannis Antetokounmpo,placed on IL with sprained right ankle,#REF!
3/23/2018,Bucks,D.J. Wilson,,activated from IL,#REF!
3/23/2018,Bulls,,Antonio Blakeney,placed on IL with fractured left wrist (out for season),#REF!
3/23/2018,Bulls,,Paul Zipser,placed on IL with sore left foot,#REF!
3/23/2018,Bulls,Lauri Markkanen,,activated from IL,#REF!
3/23/2018,Bulls,Robin Lopez,,activated from IL,#REF!
3/23/2018,Cavaliers,,Okaro White,placed on IL,#REF!
3/23/2018,Cavaliers,Larry Nance Jr.,,activated from IL,#REF!
3/23/2018,Cavaliers,Rodney Hood,,activated from IL,#REF!
3/23/2018,Cavaliers,Tristan Thompson,,activated from IL,#REF!
3/23/2018,Celtics,,Kyrie Irving,surgery on left knee (out for season),#REF!
3/23/2018,Grizzlies,,Ivan Rabb,right heel injury (DTD),#REF!
3/23/2018,Hawks,Dennis Schroder,,returned to lineup,#REF!
3/23/2018,Hawks,John Collins ,John Collins ,returned to lineup,#REF!
3/23/2018,Heat,,Derrick Walton Jr.,placed on IL,#REF!
3/23/2018,Heat,Dwyane Wade,,activated from IL,#REF!
3/23/2018,Jazz,,Erik McCree,placed on IL,#REF!
3/23/2018,Knicks,,Damyean Dotson,placed on IL,#REF!
3/23/2018,Knicks,,Isaiah Hicks,placed on IL,#REF!
3/23/2018,Knicks,Luke Kornet,,activated from IL,#REF!
3/23/2018,Nets,Dante Cunningham,,returned to lineup,#REF!
3/23/2018,Timberwolves,,Derrick Rose,sprained right ankle (DTD),#REF!
3/23/2018,Warriors,,Chris Boucher,placed on IL,#REF!
3/23/2018,Warriors,,Damian Jones,placed on IL,#REF!
3/23/2018,Warriors,,Draymond Green,placed on IL with bruised pelvis,#REF!
3/23/2018,Warriors,Stephen Curry,,activated from IL,#REF!
3/23/2018,Wizards, Mike Scott,,activated from IL,#REF!
3/23/2018,Wizards,Jodie Meeks,,activated from IL,#REF!
3/23/2018,Rockets,Brandan Wright,,activated from IL,#REF!
3/24/2018,Bulls,,Lauri Markkanen,placed on IL with back spasms,#REF!
3/24/2018,Bulls,Paul Zipser,,activated from IL,#REF!
3/24/2018,Grizzlies,,Chandler Parsons,sore right knee (DTD),#REF!
3/24/2018,Grizzlies,Andrew Harrison,,returned to lineup,#REF!
3/24/2018,Grizzlies,Marc Gasol,,activated from IL,#REF!
3/24/2018,Lakers,,Isaiah Thomas,right hip injury (out for season),#REF!
3/24/2018,Lakers,,Luol Deng,sprained left ankle (DTD),#REF!
3/24/2018,Mavericks,,Jalen Jones,placed on IL,#REF!
3/24/2018,Mavericks,Dennis Smith Jr.,,activated from IL,#REF!
3/24/2018,Pelicans,,Nikola Mirotic,hip injury (DTD),#REF!
3/24/2018,Pelicans,,Nikola Mirotic,right hip flexor injury (DTD),#REF!
3/24/2018,Pelicans,,Rajon Rondo,sprained right wrist (DTD),#REF!
3/24/2018,Rockets,,Luc Mbah a Moute,sore left knee (DTD),#REF!
3/24/2018,Warriors,,Stephen Curry,sprained MCL in left knee (out indefinitely),#REF!
3/25/2018,Blazers,Shabazz Napier,,returned to lineup,#REF!
3/25/2018,Bucks,,Marshall Plumlee,placed on IL,#REF!
3/25/2018,Bucks,Giannis Antetokounmpo,,activated from IL,#REF!
3/25/2018,Cavaliers,,Jeff Green,placed on IL with illness,#REF!
3/25/2018,Celtics,,Marcus Morris,placed on IL with sprained right ankle,#REF!
3/25/2018,Celtics,Jaylen Brown,,activated from IL,#REF!
3/25/2018,Hawks,,Dennis Schroder,sprained left ankle (out for season),#REF!
3/25/2018,Knicks,,Damyean Dotson,sprained right foot (DTD),#REF!
3/25/2018,Knicks,,Kyle O'Quinn,strained left hip (DTD),#REF!
3/25/2018,Raptors,,Malcolm Miller,placed on IL,#REF!
3/25/2018,Raptors,C.J. Miles,,activated from IL,#REF!
3/25/2018,Rockets,,Ryan Anderson,placed on IL for rest,#REF!
3/25/2018,Rockets,R.J. Hunter,,activated from IL,#REF!
3/25/2018,Rockets,Qi Zhou,,activated from IL,#REF!
3/25/2018,Warriors,,Draymond Green,flu (DTD),#REF!
